ResponseID,Career,ProgramDescr,Level,AcadPlan1Name,AcadPlan1,AcadPlan1Type,DormBuilding,OrignAddrCntry,Q1.a,Q1.b,Q1.c,Q1.d,Q1.e,Q1.f,Q1.g,Q1.h,Q1.1,Q1.2,Q2.a,Q2.b,Q2.c,Q2.d,Q2.e,Q2.f,Q3.a,Q3.b,Q3.c,Q3.d,Q3.e,Q3.f,Q3.g,Q3.h,Q3.i,Q3.j,Q3.k,Q3.l,Q3.m,Q3.n,Q3.o,Q3.1.a,Q3.1.b,Q3.1.c,Q3.1.d,Q4.1,Q4.2,Q4.3,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5a,Q5.5.b,Q5.5.c,Q5.5.d,Q5.5.e
R_9T9ZYfmasTDENSF,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,5,3,3,2,2,1,5,2,2,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,1,1,2,0,3,1,2,7,1,1,0,0,0,0
R_12u4H3NJyxbkIIN,GSAS,Doctor of Philosophy,Adv Stdng,Religion,RELPHD,Major,No Dorm,USA,6,3,5,3,3,1,1,3,3,4,6,6,6,5,4,5,5,4,5,5,5,5,5,4,4,4,4,5,4,5,5,1,1,0,0,2,0,6,1,1,2,4,0,0,1,0,0
R_OIMks2QfCCHVXpL,PUBH,Master of Public Health,Grad Yr 1,Global Epidemiology,GLEPIMPH,Major,No Dorm,USA,3,2,5,2,2,1,1,3,2,3,3,4,2,2,4,3,4,4,4,4,5,4,4,3,4,3,4,3,4,3,3,1,1,0,0,2,0,1,1,4,5,4,1,0,0,0,0
R_3Jl0XHLixN747lp,GSAS,Doctor of Philosophy,Full Stdng,Biomedical Engineering,BMEDENGPHD,Major,No Dorm,USA,7,5,4,5,1,1,1,1,3,4,6,5,6,7,6,7,4,2,0,2,4,5,4,2,4,4,3,5,4,4,1,1,1,0,0,2,0,6,1,5,5,6,0,0,1,0,0
R_2vcwGUwPySD6mgQ,PUBH,Master of Public Health,Grad Yr 1,Behavioral Sciences/Health Ed.,BSHEMPH,Major,No Dorm,USA,6,5,4,5,1,3,1,4,2,2,5,4,4,2,3,3,5,5,3,5,5,3,5,4,5,5,5,4,5,3,3,1,1,1,0,2,0,1,1,5,5,3,1,0,0,0,0
R_2dylzxxPMZKFZdN,THEO,Master of Theology,Grad Yr 2,Theology,THEOLMT,Major,No Dorm,USA,6,4,6,2,5,1,1,6,5,5,5,7,7,7,6,7,5,5,0,0,5,4,5,5,5,5,5,0,4,5,4,1,1,0,0,2,0,2,1,3,5,4,1,0,0,0,0
R_2R1WrnOySHKPpNO,GNUR,Master of Science in Nursing,Grad Yr 1,Pediatric - Acute Care,NRPAC,Major,No Dorm,USA,5,7,5,7,3,1,1,5,3,2,5,4,3,5,4,2,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_2QX1fOPKCbgutYa,GAH,Anesthesiology/ Patient M,Grad Yr 2,Anesthesiology/Patient Monitor,ANESPMMS,Major,No Dorm,USA,6,5,6,3,3,1,1,2,2,4,6,6,6,6,5,5,4,3,4,0,4,5,5,0,3,3,4,4,5,3,4,1,1,0,0,2,0,2,1,4,5,1,1,0,0,0,0
R_2xDZ7C0GKrVO4Sk,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,6,6,5,4,1,1,1,3,2,2,6,4,4,6,5,6,3,4,4,5,0,0,5,4,1,5,3,5,5,3,3,1,1,0,0,2,0,3,1,7,7,4,0,0,1,0,0
R_3PpgvFBhmY4ZvG1,PUBH,Master of Public Health,Grad Yr 1,Epidemiology,EPIMPH,Major,No Dorm,USA,5,3,5,3,2,1,1,2,3,4,3,3,3,2,2,4,2,5,5,5,5,5,5,4,4,4,5,3,4,5,3,1,1,0,0,2,0,1,1,3,3,4,1,0,0,0,0
R_1gzOYzguJYiz6VB,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,4,7,5,4,2,2,4,4,3,5,6,5,5,4,4,5,4,4,3,3,4,4,4,3,0,4,4,3,4,3,1,1,0,0,2,0,3,1,5,7,4,0,0,1,0,0
R_3iPy4K0jGwHigrH,MED,Doctor of Medicine,Prof 1,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,6,6,6,6,5,5,4,7,5,4,6,6,6,6,6,6,4,5,5,5,5,4,0,5,0,5,5,4,5,4,5,1,1,0,0,2,0,1,1,4,5,4,0,0,1,0,0
R_bDZJyGI5IRy6d1f,PUBH,Non-Degree Public Health,ND Grad,Special Standing Student,SPECSTSPH,Non-Degree,No Dorm,USA,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,3,0,0,1,4,4,1,1,0,0,0,0
R_324IBfAA1O7Bvfr,MED,Doctor of Medicine,Prof 1,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,5,6,4,4,4,4,5,4,4,5,5,6,6,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,0,1,2,0,1,1,4,4,1,0,0,1,0,0
R_2uWifAfgz1r3qqx,GAH,Physician Assistant,Grad Yr 2,Physician Assistant,PHYSASTMMS,Major,No Dorm,USA,7,7,5,3,5,2,2,4,5,5,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,2,0,2,1,1,1,4,1,0,0,0,0
R_vxhxgi1idDtaBMZ,MED,Doctor of Medicine,Prof 1,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,4,4,3,3,2,1,2,2,2,4,4,4,3,2,3,4,4,2,4,5,3,5,4,4,3,5,4,5,4,4,1,1,0,0,2,0,1,1,4,6,3,1,0,0,0,0
R_AjGpZP4CFFvHxNT,GSAS,Doctor of Philosophy,Full Stdng,Hlth Srvs Rsrch & Hlth Policy,SPHHPMPHD,Major,No Dorm,USA,6,5,6,7,5,1,1,2,2,1,4,4,4,2,2,5,3,4,2,5,5,2,0,3,3,4,2,2,4,2,5,1,1,0,0,2,0,1,1,5,4,1,1,0,0,0,0
R_3iWFz2iD9u8uaki,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,6,6,6,6,3,2,1,5,3,5,7,6,6,6,6,6,4,5,0,5,5,5,5,5,3,3,4,5,4,5,4,1,1,1,1,2,0,3,1,4,5,4,0,0,1,0,0
R_wSLDirhnviDOtoJ,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,2,6,7,5,1,1,3,2,3,6,6,6,2,6,6,4,0,5,4,0,0,5,0,4,4,0,0,5,4,2,0,1,0,1,2,0,3,1,4,5,4,1,0,0,0,0
R_2V4JeaEafSSXX8B,THEO,Master of Divinity,Prof 2,Divinity,MDVDIVIN,Major,No Dorm,USA,6,5,6,6,3,2,1,1,3,5,5,4,4,6,4,4,4,3,4,4,5,4,5,4,4,4,4,0,5,4,3,1,1,0,0,2,0,2,1,4,3,4,1,0,0,0,0
R_USFes2kmFc2Dd1T,MED,Doctor of Medicine,Prof 1,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,6,6,6,7,3,1,1,1,4,3,6,5,6,7,5,5,4,0,4,5,5,4,5,5,5,5,5,5,5,3,5,1,1,0,0,2,0,1,1,5,3,4,1,0,0,0,0
R_pQ2iO3PimQ7dOPD,PUBH,Master of Public Health,Grad Yr 1,Global Environmental Health,EOHIHMPH,Major,No Dorm,USA,6,4,5,6,4,3,5,2,2,4,6,5,5,6,6,6,5,5,5,4,5,5,4,4,4,5,5,5,5,2,3,1,1,0,0,2,0,1,1,5,7,4,1,0,0,0,0
R_2qz97zXl7zBXWnP,THEO,Doctor of Ministry,Grad Yr 2,Chrch Leadrship & Comm Witness,CHLDCMWTDM,Major,No Dorm,USA,5,1,1,1,1,1,1,1,2,5,4,4,3,7,4,5,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,1,1,0,0,2,0,3,1,3,3,3,0,0,1,0,0
R_sikw9GTMNWWvyJX,LAW,Doctor of Law,Prof 1,Law,LAWJD,Major,No Dorm,USA,7,6,5,5,2,2,2,5,5,5,4,6,5,4,4,3,5,5,5,0,5,0,5,5,5,4,5,5,4,5,3,1,1,0,0,2,0,2,1,7,6,4,1,0,0,0,0
R_cSBqkEErk3ZpaVP,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,5,6,2,4,1,1,4,2,2,5,7,4,7,5,6,5,4,0,5,4,4,5,5,4,5,5,5,5,2,4,1,1,1,0,2,0,3,1,5,4,4,1,0,0,0,0
R_2b1dvb7IdJ0b3pn,UCOL,Liberal Arts & Sciences,Senior,Spanish,SPANISHBA,Major,No Dorm,USA,6,5,7,7,7,3,3,4,5,5,7,7,7,4,5,6,0,0,0,0,0,0,0,0,5,0,0,0,5,3,5,1,1,1,0,1,1,0,1,1,1,5,1,0,0,0,0
R_pbA5LU0mE9OR0ZP,UNUR,Bachelor of Science in Nursing,Senior,Nursing,NRBSNAM,Major,No Dorm,,7,5,6,6,7,3,1,5,3,3,7,7,7,7,7,7,5,5,5,0,5,5,5,5,5,5,5,5,5,2,3,1,1,1,1,2,0,1,1,4,5,4,1,0,0,0,0
R_21uFlcUX3albqrj,GAH,Doctor of Physical Therapy,Grad Yr 2,Physical Therapy,PHYSTHDPT,Major,No Dorm,USA,5,3,4,2,4,1,1,3,2,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,1,1,1,1,2,0,2,1,5,6,4,1,0,0,0,0
R_R82SzQ67Mabgt1L,PUBH,Master of Public Health,Grad Yr 1,Behavioral Sciences/Health Ed.,BSHEMPH,Major,No Dorm,USA,5,5,4,2,3,3,2,6,5,5,5,5,5,5,5,5,5,4,0,5,0,0,5,5,0,5,4,5,4,0,3,0,1,1,0,2,0,2,1,4,4,1,1,0,0,0,0
R_2ZOozFX0oDKCqDp,GSAS,Doctor of Philosophy,Adv Stdng,Institute of Liberal Arts,ILAPHD,Major,No Dorm,USA,6,6,7,7,7,1,1,5,4,2,7,7,7,1,,6,5,5,0,5,0,5,5,5,5,5,5,0,4,4,1,1,1,0,0,2,0,4,1,4,5,4,1,0,0,0,0
R_9FU0NH7QtKBQC6l,GSAS,Doctor of Philosophy,Adv Stdng,Art History,ARTHISTPHD,Major,No Dorm,USA,6,4,7,2,2,1,1,1,3,4,6,7,7,5,6,7,5,3,4,0,4,5,5,5,3,3,0,5,3,4,4,1,1,0,0,2,0,6,1,4,3,4,1,0,0,0,0
R_UPvZNfmUJ1gAcWl,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,5,5,7,5,2,1,3,3,3,7,7,7,4,5,7,5,5,5,0,5,5,5,5,5,5,5,5,5,3,3,1,1,0,0,2,0,2,1,3,5,3,1,0,0,0,0
R_1dF7KlLyRzqRPp0,MED,Doctor of Medicine,Prof 1,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,7,7,5,2,3,4,4,5,5,5,5,7,6,4,5,4,4,3,5,5,4,0,5,3,5,5,4,4,5,5,5,1,1,1,1,2,0,1,1,5,4,4,0,0,1,0,0
R_1Lj1LFalBJV0ZKI,GSAS,Doctor of Philosophy,Adv Stdng,Sociology,SOCPHD,Major,No Dorm,USA,4,2,4,5,2,1,1,1,2,1,3,2,2,5,1,3,5,0,3,4,5,4,5,0,1,2,3,4,5,4,2,1,1,1,0,2,0,4,1,4,1,4,1,0,0,0,0
R_21cRBiGnFFQB3ou,LAW,Doctor of Law,Prof 1,Law,LAWJD,Major,No Dorm,USA,3,2,3,5,7,2,1,7,3,1,5,5,5,4,2,6,4,5,3,4,4,4,5,3,4,3,4,5,4,1,3,1,1,0,0,2,0,1,1,5,6,4,0,0,1,0,0
R_6MAF9RF8sfJVmZb,GSAS,Doctor of Philosophy,Adv Stdng,Epidemiology,EPIDPHD,Major,No Dorm,USA,7,5,5,3,3,2,1,1,3,3,4,5,5,4,7,5,0,0,0,0,4,0,5,0,5,5,3,4,5,4,4,1,1,0,0,2,0,1,1,4,4,1,1,0,0,0,0
R_C9VtucZquPUBcI1,UCOL,Liberal Arts & Sciences,Senior,Chemistry,CHEMBS,Major,Clairmont Residential Center Apts,USA,5,4,5,5,6,1,1,3,3,5,6,6,6,6,7,7,5,5,3,4,4,5,5,5,4,0,4,3,4,4,1,1,1,1,0,1,1,0,1,5,6,4,0,0,1,0,0
R_BSskEPFvG67uGwF,MED,Doctor of Medicine,Prof 2,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,6,3,5,2,1,1,1,2,3,2,4,3,3,6,3,4,4,5,0,4,0,0,5,0,5,0,5,5,5,2,1,1,1,0,0,2,0,3,1,4,7,4,1,0,0,0,0
R_2EAb6snyQ5MmWpJ,GSAS,Doctor of Philosophy,Full Stdng,Biomedical Engineering,BMEDENGPHD,Major,No Dorm,USA,5,5,7,2,4,1,1,1,1,1,5,5,4,7,4,4,4,0,4,4,4,0,4,0,5,5,0,0,4,2,2,1,0,0,0,2,0,2,1,4,4,4,1,0,0,0,0
R_2Cp5DmAwBZ3eevB,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,5,3,4,1,5,3,6,4,4,3,6,4,2,7,4,7,0,0,0,4,5,0,5,0,5,5,5,5,5,5,4,0,1,0,1,2,0,2,1,1,6,2,1,0,0,0,0
R_3DtPtlgxiMi8E0y,MED,Doctor of Medicine,Prof 2,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,5,5,4,3,1,1,3,5,4,5,6,6,7,5,6,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_3qvpYP4QeKXSCnr,LAW,Doctor of Law,Prof 1,Law,LAWJD,Major,No Dorm,USA,5,3,5,5,5,1,1,2,3,5,6,7,7,7,5,7,5,4,5,4,5,5,5,5,5,5,5,5,5,4,3,1,1,1,0,2,0,1,1,5,4,4,1,0,0,0,0
R_3meqRbHpRUwtS5D,LAW,Doctor of Law,Prof 1,Law,LAWJD,Major,No Dorm,USA,5,4,6,2,1,1,1,2,3,1,3,3,2,2,2,1,4,3,5,0,0,0,5,4,0,4,0,0,0,4,0,1,1,0,0,2,0,1,1,3,5,4,0,0,1,0,0
R_1eEvQSiWmxm9msq,GSAS,Doctor of Philosophy,Full Stdng,Psychology,PSYCPHD,Major,No Dorm,USA,6,4,5,1,3,1,1,2,1,1,5,4,3,7,3,3,5,4,5,5,5,4,5,3,4,0,4,4,5,1,3,1,1,1,0,2,0,1,1,6,5,4,0,0,1,0,0
R_2AZ4OpFLDEAQCmg,GSAS,Doctor of Philosophy,Adv Stdng,Chemistry,CHEMPHD,Major,No Dorm,USA,4,3,4,3,1,1,1,1,2,3,3,4,4,3,4,2,5,4,4,5,5,4,4,3,3,4,4,4,4,3,4,1,1,0,0,2,0,3,1,3,1,4,1,0,0,0,0
R_28UrDbWSysssfy0,MED,Doctor of Medicine,Prof 1,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,3,3,4,3,5,3,1,4,3,5,4,6,3,5,4,4,3,5,5,5,5,0,5,5,4,4,5,4,5,4,5,1,1,0,0,2,0,1,1,3,5,4,1,0,0,0,0
R_2fGTjSYXRR9QrND,THEO,Master of Divinity,Prof 1,Divinity,MDVDIVIN,Major,No Dorm,USA,5,5,6,4,2,1,1,3,3,3,4,3,2,6,4,3,2,4,5,0,0,4,4,5,2,4,4,4,3,3,4,1,1,0,0,2,0,1,1,2,1,4,0,0,1,0,0
R_2VEmneSO7aAl7BK,PUBH,Master of Public Health,Grad Yr 1,Epidemiology,EPIMPH,Major,No Dorm,USA,5,5,5,5,5,3,1,3,5,5,5,5,4,5,2,4,0,0,5,5,5,5,5,0,4,1,5,0,0,5,5,1,1,0,0,2,0,1,1,3,3,3,1,0,0,0,0
R_2Pwg1slNOunm8wk,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,3,7,2,3,1,1,5,3,3,6,7,4,6,4,6,5,5,5,5,5,5,5,4,4,5,5,5,5,5,2,1,1,0,1,2,0,2,1,4,5,4,1,0,0,0,0
R_3lKSas0Fxu14Be4,GSAS,Doctor of Philosophy,Full Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,7,4,5,3,4,1,1,1,4,2,3,3,3,3,3,3,4,4,4,5,4,0,5,5,4,3,0,5,0,3,0,1,0,0,0,2,0,1,1,6,6,1,1,0,0,0,0
R_A6SeKg5MxgO9eFj,PUBH,Master of Public Health,Grad Yr 1,Global Health,IHMPH,Major,No Dorm,USA,7,6,7,5,2,1,1,1,3,3,5,5,4,2,2,4,5,5,5,5,5,5,5,0,5,5,5,0,5,3,3,1,1,0,0,2,0,1,1,4,6,1,1,0,0,0,0
R_10oBFans2BVcyDb,THEO,Master of Divinity,Prof 1,Divinity,MDVDIVIN,Major,No Dorm,USA,7,7,7,7,7,1,1,4,5,5,7,7,7,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,2,0,1,1,4,4,4,1,0,0,0,0
R_3fqLifXAV0vCUQG,MED,Doctor of Medicine,Prof 1,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,2,0,2,1,4,6,4,1,0,0,0,0
R_1Kx8jIlUbQfTw9O,GBUS,Master of Business Admin.,Grad Yr 1,Business Administration,BUSMBA,Major,No Dorm,USA,3,4,5,5,1,1,3,4,2,2,3,3,4,5,3,2,4,3,5,4,5,4,5,4,4,5,4,3,3,4,5,1,1,0,0,2,0,1,1,5,5,4,1,0,0,0,0
R_1opSqMSNf7s6w3S,GSAS,Doctor of Philosophy,Adv Stdng,Epidemiology,EPIDPHD,Major,No Dorm,USA,7,6,5,5,5,2,2,5,3,3,5,6,6,6,6,6,4,0,5,4,5,5,5,4,4,4,5,4,4,4,3,1,1,1,0,2,0,1,1,4,5,1,1,0,0,0,0
R_3KuySQeveqAK4Ig,LAW,Doctor of Law,Prof 1,Law,LAWJD,Major,No Dorm,USA,7,6,6,6,4,1,1,5,2,3,7,7,7,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,0,0,2,0,1,1,5,6,4,0,0,1,0,0
R_cPlMVLCycFsdUtP,THEO,Master of Divinity,Prof 1,Divinity,MDVDIVIN,Major,No Dorm,USA,6,3,3,7,5,1,2,6,3,5,4,7,7,7,7,5,5,4,5,0,5,5,5,0,5,5,5,0,5,5,1,0,0,0,0,2,0,1,1,4,4,3,0,0,1,0,0
R_2SDMhsHIIQZ7hNC,GSAS,Doctor of Philosophy,Adv Stdng,Behavioral Sciences & Hlth Edu,SPHBSHEPHD,Major,No Dorm,USA,5,5,5,5,5,5,1,3,5,3,6,4,3,3,6,5,5,0,5,5,5,0,5,0,5,5,0,0,5,5,5,1,1,0,1,2,0,4,1,4,6,4,1,0,0,0,0
R_1prm5TmYe6kfURX,MED,Doctor of Medicine,Prof 2,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,6,,5,3,5,6,5,3,4,3,5,5,6,5,6,5,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_e4pj99oCuqb8D05,MED,Doctor of Medicine,Prof 1,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,7,6,5,2,3,1,1,3,3,3,5,4,3,4,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,1,1,0,0,2,0,1,1,6,5,4,1,0,0,0,0
R_3KvBi7XJjl1LlyI,MED,Doctor of Medicine,Prof 1,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,3,5,4,1,1,1,3,4,3,5,1,1,2,1,3,3,3,0,3,3,0,5,4,4,3,4,0,4,3,3,1,1,0,0,2,0,1,1,6,6,3,1,0,0,0,0
R_1qWhwwcEvjmlmFz,GSAS,Doctor of Philosophy,Adv Stdng,Biomedical Engineering,BMEDENGPHD,Major,No Dorm,USA,3,2,5,5,3,1,1,2,2,4,3,2,2,2,3,5,5,3,3,3,2,5,5,0,5,5,5,5,5,3,2,1,1,0,0,2,0,5,2,2,4,2,0,0,1,0,0
R_24oCj8ecIz1qyvY,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,7,7,5,2,5,1,1,5,3,4,6,7,5,3,3,7,4,3,0,3,3,4,5,0,4,4,4,3,3,3,3,1,1,0,0,2,0,6,1,6,6,4,1,0,0,0,0
R_BVPV7Zk9p0HMEfv,GSAS,Doctor of Philosophy,Adv Stdng,History,HISTORYPHD,Major,No Dorm,USA,7,7,7,7,7,1,1,3,5,5,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,0,2,0,6,1,7,5,1,1,0,0,0,0
R_1DO2dR4eBPdsEP1,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,6,4,3,4,1,1,3,4,2,6,7,7,7,7,7,5,5,0,5,5,5,5,0,5,5,5,5,5,5,0,1,1,0,0,2,0,5,1,6,6,4,1,0,0,0,0
R_1mxXVdbjKBPpKYT,GSAS,Doctor of Philosophy,Adv Stdng,Philosophy,PHILPHD,Major,No Dorm,USA,5,6,4,2,5,1,2,1,4,5,6,6,6,4,3,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,1,1,1,0,2,0,6,1,4,4,4,1,0,0,0,0
R_27jQMdty0LtQ1DT,GSAS,Doctor of Philosophy,Adv Stdng,Philosophy,PHILPHD,Major,No Dorm,USA,6,7,3,7,1,1,1,1,1,1,4,4,4,7,4,5,5,0,0,5,5,3,5,3,3,3,4,4,5,1,1,1,1,0,0,2,0,6,1,5,1,4,1,0,0,0,0
R_O3xVmMZhOwuwAIV,GAH,Physician Assistant,Grad Yr 2,Physician Assistant,PHYSASTMMS,Major,No Dorm,USA,5,5,5,5,2,2,2,2,2,3,4,4,4,4,4,4,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_31Z3MMzBQisWwiX,PUBH,Master of Public Health,Grad Yr 1,Global Epidemiology,GLEPIMPH,Major,No Dorm,USA,5,2,3,1,4,1,3,1,3,4,3,4,4,6,4,3,4,2,0,0,5,0,5,0,4,1,0,5,5,3,3,1,1,0,0,2,0,1,1,4,6,2,1,0,0,0,0
R_DGLaBNU7nGssqJz,GAH,Doctor of Physical Therapy,Grad Yr 2,Physical Therapy,PHYSTHDPT,Major,No Dorm,USA,7,5,5,3,3,1,2,1,3,3,6,6,5,5,5,6,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_AtEEdJi0N8MVJWp,THEO,Master of Divinity,Prof 1,Divinity,MDVDIVIN,Major,No Dorm,USA,5,5,5,3,3,1,3,1,3,2,6,4,4,1,3,3,5,0,5,5,5,5,5,0,0,5,5,0,5,3,3,1,0,0,0,2,0,1,1,3,1,3,1,0,0,0,0
R_3HH6UozqyOI3v4J,MED,Doctor of Medicine,Prof 1,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,6,5,4,6,1,1,1,1,3,3,6,4,2,2,1,3,0,0,0,0,0,0,5,0,4,0,4,0,4,3,4,1,1,0,0,2,0,1,1,4,4,4,0,0,1,0,0
R_2P6eY7ZSVepbylP,MED,Doctor of Medicine,Prof 1,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,7,6,5,7,7,1,1,6,2,2,7,7,7,7,7,7,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,0,0,2,0,1,1,6,7,4,1,0,0,0,0
R_31WxfavAHyVsVs0,GSAS,Doctor of Philosophy,Adv Stdng,Biomedical Engineering,BMEDENGPHD,Major,No Dorm,USA,3,1,3,3,4,1,1,4,1,1,5,2,3,6,4,2,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_3CJHi7FQdo3KWA2,GSAS,Doctor of Philosophy,Full Stdng,Biostatistics,BIOSTATPHD,Major,No Dorm,USA,5,4,7,6,5,1,3,3,3,4,5,5,5,4,6,4,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_21chDXGydJ78TfX,GAH,Doctor of Physical Therapy,Grad Yr 1,Physical Therapy,PHYSTHDPT,Major,No Dorm,USA,5,5,7,6,4,1,1,1,3,4,6,5,4,4,4,6,5,4,4,5,5,5,5,5,4,0,4,4,4,3,5,1,1,1,0,2,0,1,1,6,7,1,1,0,0,0,0
R_2zxaoRGsvzA4z41,LAW,Doctor of Law,Prof 1,Law,LAWJD,Major,No Dorm,USA,7,7,7,7,2,1,1,4,1,1,6,7,6,5,7,5,5,3,0,4,0,0,5,4,3,3,2,5,4,1,1,1,1,0,0,2,0,1,1,4,4,4,0,0,1,0,0
R_2XjoYZBiFe26SL0,GAH,Doctor of Physical Therapy,Grad Yr 1,Physical Therapy,PHYSTHDPT,Major,No Dorm,USA,6,7,5,2,2,1,1,1,3,3,5,4,4,3,3,4,4,4,5,4,4,4,5,5,5,4,4,5,5,5,5,1,1,1,1,2,0,1,1,4,4,4,1,0,0,0,0
R_aWqs2jiQEoBrXgd,MED,Doctor of Medicine,Prof 2,Doctor of Medicine,MEDDOCTR,Major,No Dorm,TZA,5,5,6,6,6,1,1,4,4,3,5,5,5,5,5,5,4,4,4,5,5,5,0,5,4,4,4,5,4,4,4,1,1,1,1,2,0,3,1,5,4,4,1,0,0,0,0
R_1gomeSh7HJZgLWb,PUBH,Master of Public Health,Grad Yr 1,Behavioral Sciences/Health Ed.,BSHEMPH,Major,No Dorm,USA,5,7,4,7,3,1,1,2,3,5,4,4,5,7,4,2,0,0,3,4,5,0,5,5,4,3,3,0,4,4,4,1,1,0,0,2,0,1,1,5,6,3,1,0,0,0,0
R_0Nb9oaSwFwO8trP,GSAS,Doctor of Philosophy,Full Stdng,Mathematics,MATHPHD,Major,No Dorm,USA,6,7,5,5,3,1,1,1,1,1,6,6,6,4,6,6,0,0,0,5,5,0,5,0,5,5,0,0,0,1,1,1,0,0,0,2,0,1,1,3,7,6,1,0,0,0,0
R_2qmVhYrrkwaoxaF,UNUR,Bachelor of Science in Nursing,Senior,Nursing,NRBSNAM,Major,No Dorm,USA,5,3,2,2,1,1,1,2,3,4,3,2,2,5,2,2,2,2,3,3,4,2,3,2,3,2,3,4,2,3,3,1,0,0,0,2,0,1,1,4,4,4,1,0,0,0,0
R_22ss79Qa6xAkj57,PUBH,Master of Science Public Hlth,Grad Yr 1,Biostatistics,BIOSMSPH,Major,No Dorm,USA,5,3,6,2,5,1,1,3,3,4,5,6,6,7,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,0,1,1,0,0,2,0,1,1,4,4,4,1,0,0,0,0
R_wTAi8WkzXDLcDAd,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,3,3,3,1,1,1,1,2,3,2,4,4,3,3,2,2,0,3,2,4,4,4,4,4,4,4,4,4,4,4,3,1,1,0,1,2,0,2,1,4,4,4,1,0,0,0,0
