ResponseID,Career,ProgramDescr,Level,AcadPlan1Name,AcadPlan1,AcadPlan1Type,DormBuilding,OrignAddrCntry,Q1.a,Q1.b,Q1.c,Q1.d,Q1.e,Q1.f,Q1.g,Q1.h,Q1.1,Q1.2,Q2.a,Q2.b,Q2.c,Q2.d,Q2.e,Q2.f,Q3.a,Q3.b,Q3.c,Q3.d,Q3.e,Q3.f,Q3.g,Q3.h,Q3.i,Q3.j,Q3.k,Q3.l,Q3.m,Q3.n,Q3.o,Q3.1.a,Q3.1.b,Q3.1.c,Q3.1.d,Q4.1,Q4.2,Q4.3,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5a,Q5.5.b,Q5.5.c,Q5.5.d,Q5.5.e
R_3NJOu8g5dp1WoN8,PUBH,Master of Public Health,Grad Yr 1,Global Health,IHMPH,Major,No Dorm,USA,5,5,5,6,5,3,1,1,1,1,7,7,7,5,7,7,5,5,2,5,5,3,5,5,5,5,5,3,5,2,2,0,1,0,0,2,0,1,2,2,5,2,1,0,0,0,0
R_3qkXAfJ8YZyLlnf,PUBH,Master of Public Health,Grad Yr 1,Epidemiology,EPIMPH,Major,No Dorm,USA,5,3,6,5,7,1,2,6,2,2,7,7,6,7,7,7,4,4,5,5,5,5,5,5,5,4,5,5,5,2,0,1,1,0,0,2,0,1,1,5,4,4,1,0,0,0,0
R_1OuBvsju5fJTkZJ,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Dobbs Hall,USA,3,3,6,4,3,3,1,3,3,4,6,5,5,6,6,5,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_1N3tK7xHSyPYOaZ,UCOL,Liberal Arts & Sciences,Freshman,Neuroscience & Behav Biology,NEUROBBBS,Major,Hamilton Holmes,USA,5,3,4,5,3,3,1,3,3,3,4,5,4,2,1,2,4,4,5,0,0,0,5,5,3,5,3,0,4,4,2,1,1,0,0,1,3,0,1,3,4,6,1,0,0,0,0
R_XvuCeLdUjRV2AFP,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Dickey Hall,USA,7,5,6,3,3,5,1,2,4,5,5,2,1,2,2,3,5,0,0,0,4,0,5,0,5,4,0,3,4,3,2,1,0,0,1,1,3,0,1,3,3,3,1,0,0,0,0
R_tYBQZWgRi6cy6hH,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Smith Hall,USA,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,1,3,0,1,3,3,2,1,0,0,0,0
R_3rOsumR8p0WZAqV,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Turman,USA,7,6,7,5,6,5,1,5,4,4,7,7,7,7,7,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,0,0,1,3,0,1,1,1,2,0,0,1,0,0
R_3nUxM5pEg6LE3pA,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Murdy Hall,USA,7,7,7,6,3,3,1,4,5,5,4,3,2,4,4,4,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_5nd3JfVbRL19FoR,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Smith Hall,USA,5,7,4,6,5,3,1,1,5,5,5,5,5,5,5,5,4,5,5,5,0,0,5,5,5,5,4,5,5,5,5,1,1,1,1,1,3,0,1,6,6,1,1,0,0,0,0
R_3qxR5FzPrVRnBW0,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Haygood Hall,USA,5,3,5,5,6,1,3,3,3,5,6,5,6,6,2,6,5,0,5,0,5,4,4,1,4,5,5,3,3,5,5,1,1,0,0,1,3,0,1,3,3,3,1,0,0,0,0
R_1f9QZhVaFieLFjB,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Hamilton Holmes,USA,3,4,7,6,3,3,3,4,3,3,5,3,4,5,5,6,3,4,4,4,3,4,2,4,3,5,4,3,4,4,2,1,1,0,0,1,3,0,1,7,3,1,0,0,1,0,0
R_1IKO7pO9GlxGNDq,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Dickey Hall,USA,7,6,7,4,3,1,1,2,3,4,4,6,6,6,6,2,3,4,4,5,5,4,4,0,0,0,0,0,4,4,4,1,1,0,0,1,3,0,1,1,3,6,1,0,0,0,0
R_AHh48u3vdUPOCul,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,4,5,6,6,4,1,4,,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_vStARPlDYPIGlqx,GSAS,Doctor of Philosophy,Full Stdng,Art History,ARTHISTPHD,Major,No Dorm,USA,6,5,7,6,3,2,1,6,4,4,5,4,3,6,4,4,5,4,4,4,4,4,5,5,5,4,3,4,4,4,4,1,1,1,0,2,0,1,1,5,5,4,1,0,0,0,0
R_2cvDZFdX4NdNZcu,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Hamilton Holmes,USA,7,6,5,6,6,1,4,4,4,4,5,5,5,4,4,4,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_2EgA8xWf1Q52k63,GSAS,Doctor of Philosophy,Full Stdng,Art History,ARTHISTPHD,Major,No Dorm,USA,3,3,5,5,5,1,1,5,1,1,5,4,3,4,4,6,5,4,5,5,5,5,5,5,5,3,5,4,5,1,3,1,1,0,0,2,0,1,1,5,4,4,1,0,0,0,0
R_1MLNQycccz2rQai,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Haygood Hall,USA,2,2,2,3,2,1,1,3,1,2,6,4,4,6,3,5,5,5,5,5,5,3,5,5,5,4,5,4,5,1,2,1,1,0,0,1,4,0,1,1,4,6,0,0,1,0,0
R_RIxXE1zZwpGRECB,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Turman,USA,7,5,7,4,6,5,7,3,5,4,7,5,6,5,6,7,0,5,5,4,5,2,4,5,5,5,5,3,5,5,2,1,1,1,1,1,3,0,1,4,4,1,1,0,0,0,0
R_WwAectpP9NPYCw9,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Murdy Hall,USA,5,6,6,7,2,4,1,3,4,4,4,1,1,1,1,1,5,3,2,5,4,0,5,0,0,0,0,2,0,0,1,1,0,0,0,1,3,0,1,5,7,2,1,0,0,0,0
R_AGnA9GiuHL01xZL,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Fleming Hall,USA,5,3,5,6,1,1,1,3,3,3,4,2,2,7,2,2,4,4,4,4,4,4,4,4,2,3,3,5,5,4,5,1,1,1,0,1,3,0,1,5,5,1,0,0,1,0,0
R_3k0XAh8RZIPm2Og,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Fleming Hall,USA,5,4,4,4,2,5,6,7,3,2,7,6,7,7,7,7,5,4,4,3,2,4,5,4,2,1,5,1,3,4,3,1,1,1,0,1,3,0,1,4,7,6,1,0,0,0,0
R_D78tou5PxDPSlvr,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,GBR,5,3,5,5,5,2,1,7,1,2,4,3,3,1,4,6,5,5,5,5,5,5,4,4,0,0,4,0,5,2,3,1,1,1,1,1,3,0,2,5,5,4,0,0,1,0,0
R_1l668yyejhpa6TL,UNUR,Bachelor of Science in Nursing,Junior,Nursing,NURSINGBSN,Major,No Dorm,USA,3,3,5,1,2,2,3,5,3,5,5,6,6,7,5,5,4,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_1PTRHg78JZxmXn3,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Thomas Hall,USA,6,5,5,3,2,2,1,2,3,3,6,6,6,5,6,4,3,5,4,5,2,4,4,4,5,4,2,3,3,5,5,0,0,0,1,1,3,0,1,4,6,4,1,0,0,0,0
R_3dJKDtNn45k8kcu,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Hamilton Holmes,USA,4,4,5,4,3,2,2,1,3,3,4,3,3,4,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,3,0,1,6,5,4,1,0,0,0,0
R_2X54Eopgh28KXSe,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Dobbs Hall,USA,4,2,5,2,1,1,1,3,1,3,2,1,1,1,1,1,5,2,5,5,5,0,4,4,4,4,4,4,4,4,4,1,1,0,0,1,3,0,1,6,5,4,0,0,1,0,0
R_22WinwglerPAbdQ,GSAS,Doctor of Philosophy,Full Stdng,Chemistry,CHEMPHD,Major,No Dorm,USA,5,5,5,2,7,1,7,3,1,1,7,7,7,3,7,7,5,5,5,5,5,5,5,5,0,0,5,3,5,3,5,1,1,1,1,2,0,1,1,1,1,4,0,0,1,0,0
R_bmudOzBa3KU2gYp,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Dobbs Hall,USA,6,6,7,5,4,5,3,5,5,4,7,5,6,6,5,6,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_3oyKSF4FMKjdg8b,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Fleming Hall,CHN,3,5,5,5,3,2,2,2,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,0,1,3,0,2,4,4,1,0,0,1,0,0
R_24pHhLTfQwudLZn,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Haygood Hall,IND,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,3,3,4,3,3,3,4,4,3,3,4,3,4,4,2,2,0,0,0,0,1,3,0,2,1,4,1,0,0,1,0,0
R_2aXptQoB4nBPlIs,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,6,4,7,2,4,3,2,2,5,3,7,6,6,4,4,4,5,5,4,5,4,5,5,3,5,5,5,4,5,4,4,1,1,0,1,1,3,0,1,3,4,1,1,0,0,0,0
R_x5iYtVJit8oUpEZ,GSAS,Doctor of Philosophy,Full Stdng,Physics,PHYSICSPHD,Major,No Dorm,USA,2,2,6,6,1,1,1,1,3,5,3,2,2,6,2,4,5,0,2,0,4,0,5,1,4,1,3,4,2,4,0,1,0,0,0,2,0,1,1,7,5,2,0,0,1,0,0
R_3e8ZxrcHfBGGaiK,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Haygood Hall,USA,5,6,3,2,4,2,2,7,2,5,5,5,7,1,3,4,5,5,0,5,5,0,3,0,5,0,3,3,5,1,4,1,1,0,0,1,3,0,1,4,3,4,1,0,0,0,0
R_1n6qmUk5WUMCFJT,UCOL,Liberal Arts & Sciences,Sophomore,Dance & Movement Studies,DNCMVSTBA,Major,Raoul Hall,USA,6,3,6,3,1,1,4,3,4,5,4,2,2,5,1,6,2,3,5,5,4,4,5,5,4,5,5,5,5,5,3,1,1,0,0,1,3,0,1,6,7,4,1,0,0,0,0
R_1LhrBfGhuqYI3up,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Elizer Hall,USA,5,5,7,6,4,3,4,7,4,4,5,5,4,5,3,4,5,5,5,5,5,5,5,5,4,4,4,5,4,4,3,1,1,1,0,1,3,0,1,3,5,6,0,0,1,0,0
R_1nWaZCFS6UU2Pgm,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Dobbs Hall,USA,6,5,7,5,5,6,6,3,4,5,6,5,6,7,5,6,5,3,4,5,5,3,3,5,5,5,4,4,5,5,5,1,1,0,1,1,3,0,1,1,5,4,1,0,0,0,0
R_28SBGB06HMlQm23,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Fleming Hall,USA,5,5,5,5,5,5,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_b2Tj3FbqK9YBCIp,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Dowman Hall,USA,5,3,7,3,3,2,2,3,3,5,4,4,5,6,5,4,4,5,5,5,5,5,5,5,4,4,3,4,4,5,5,1,1,1,1,1,3,0,1,4,7,4,0,0,1,0,0
R_21hqhUE9dfInBUP,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Smith Hall,USA,3,2,3,5,6,5,3,,3,2,2,3,2,5,5,4,3,2,4,3,3,3,4,4,2,5,2,4,2,5,4,0,1,1,0,1,3,0,1,1,2,4,0,0,1,0,0
R_1gcnZecr4lX9wYV,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Hamilton Holmes,USA,5,3,7,3,7,3,7,6,2,4,7,7,7,3,7,7,4,4,4,5,4,5,5,5,5,5,5,5,4,3,3,1,1,1,0,1,3,0,1,4,5,4,0,0,1,0,0
R_1Fxr5Ydzuv9vW8H,GSAS,Doctor of Philosophy,Full Stdng,Nursing,NURSINGPHD,Major,No Dorm,USA,7,5,5,3,5,1,1,1,3,3,7,7,6,7,4,6,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_2xKt4fVg7GU8vWw,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Turman,USA,3,4,6,1,3,1,2,5,3,3,6,4,2,7,4,2,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_3RyJrOUKd0iJF8L,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Dobbs Hall,USA,6,4,3,2,2,2,1,2,3,3,4,5,4,1,4,4,4,4,4,3,5,4,5,5,5,5,5,4,4,4,4,1,1,0,0,1,3,0,1,1,1,1,1,0,0,0,0
R_1iqehTMxOORgddj,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Elizer Hall,USA,7,4,7,7,6,1,1,7,2,1,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,1,1,0,1,1,3,0,1,4,4,4,1,0,0,0,0
R_XYUnly34HfO6Aox,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,4,6,5,5,2,1,1,2,3,5,3,5,5,6,3,3,0,0,5,0,0,0,5,0,0,0,0,0,5,2,2,1,1,0,0,1,3,0,1,2,4,2,0,0,1,0,0
R_2ciS5LG0UGjY5Hk,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Turman,USA,3,2,4,2,1,3,1,2,2,3,2,1,1,3,1,1,0,0,5,3,5,3,5,3,3,1,1,1,1,3,5,1,1,0,0,1,3,0,,,,,0,0,0,0,0
R_vDDDVJjyHIM7rZn,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Murdy Hall,USA,3,3,5,4,3,4,2,5,3,2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_24hBATX1Is9JZ9e,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Haygood Hall,USA,5,5,5,6,4,5,3,4,4,5,5,5,5,5,3,4,5,5,4,5,4,5,5,5,4,3,5,4,4,4,5,1,1,1,0,1,3,0,1,7,6,1,1,0,0,0,0
R_1oA1nJzgaWCHC5N,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Murdy Hall,USA,5,5,5,5,1,4,3,5,3,5,6,5,6,5,4,6,5,3,4,5,5,4,4,4,4,4,4,4,3,4,5,1,1,0,0,1,3,0,1,5,5,1,0,0,1,0,0
R_54OXPTZ2qVI2PD3,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Smith Hall,IND,5,6,3,4,6,6,6,4,3,3,6,6,5,7,7,6,4,4,5,4,5,4,5,5,5,5,5,4,5,5,5,0,1,0,1,1,3,0,2,6,6,1,1,0,0,0,0
R_32WQ5mukwiYeFNo,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Dobbs Hall,USA,6,7,6,3,7,1,1,5,3,3,7,7,6,3,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,1,0,1,1,4,0,1,4,4,1,1,0,0,0,0
R_2xMolF5FAYyvbA9,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Alabama Hall,USA,3,5,5,4,3,3,3,3,3,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,1,3,0,1,6,6,1,0,0,1,0,0
R_TsXL6EVTtJ4SHNn,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Murdy Hall,USA,7,3,5,2,4,6,2,6,3,3,7,7,7,7,7,7,0,0,0,,5,0,5,0,4,0,0,0,5,4,2,1,0,0,0,1,3,0,1,4,5,4,1,0,0,0,0
R_2TyLFLf6o1n4GBe,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Haygood Hall,USA,5,4,6,5,6,5,1,5,4,5,5,4,5,5,5,5,,4,5,4,5,5,5,5,5,5,4,3,4,0,3,1,0,0,0,1,3,0,1,1,1,2,1,0,0,0,0
R_3O1ZlzAEiB7pbS3,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Fleming Hall,USA,7,7,6,3,6,2,1,3,4,5,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_1LhTeX8V3mRaD4X,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,6,6,6,6,4,3,3,4,3,3,7,6,5,5,5,7,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,0,0,1,3,0,1,4,5,4,1,0,0,0,0
R_p0niOFJpmO89ZyF,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Fleming Hall,USA,7,7,7,7,7,6,3,1,3,3,6,4,3,6,4,6,5,4,0,0,4,3,4,4,5,5,5,5,5,5,5,1,1,1,1,1,3,0,1,5,5,1,1,0,0,0,0
R_1pLhEHUZXEsQqM8,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Hamilton Holmes,BHS,5,4,6,3,7,3,5,4,3,3,3,3,3,4,5,3,4,5,4,5,,3,5,5,5,5,5,5,5,5,5,1,1,0,0,1,3,0,2,6,6,1,0,0,1,0,0
R_3kbkHPFP56k7e9I,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Dobbs Hall,USA,5,5,4,6,5,2,2,5,3,4,5,7,6,6,5,4,5,5,5,5,5,5,5,3,4,2,4,2,5,5,4,1,1,1,1,1,4,0,1,1,1,4,0,0,1,0,0
R_1GI9m63QggfBpyp,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Dobbs Hall,USA,7,4,6,5,3,2,4,2,3,4,6,5,6,4,4,6,3,4,5,5,5,2,5,3,5,5,5,5,5,3,3,1,1,0,1,1,3,0,1,1,2,1,1,0,0,0,0
R_1jl98jYvYjGwVtF,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,USA,6,5,5,3,2,2,1,4,2,3,7,6,5,2,5,3,4,0,3,4,3,4,4,3,4,4,4,3,4,2,5,1,1,0,0,1,3,0,1,4,3,4,1,0,0,0,0
R_3gXASBvnhFKhRFp,UCOL,Liberal Arts & Sciences,Freshman,Biology,BIOLOGYBS,Major,Longstreet-Means,ETH,5,5,5,5,3,4,5,5,3,3,6,6,6,5,5,4,5,4,5,5,5,5,5,5,5,4,4,4,4,3,4,0,1,0,0,1,3,0,1,2,4,3,0,0,1,0,0
R_3KOUwQCGndMMs4d,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Elizer Hall,USA,3,3,5,5,2,3,3,5,2,5,4,5,5,5,5,7,5,5,0,5,5,5,5,5,5,5,3,5,5,3,4,1,1,0,0,1,3,0,1,6,5,1,1,0,0,0,0
R_1Zag3l1zzOSCDLz,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Bonnell Hall,USA,5,7,2,2,1,4,1,1,2,5,5,3,4,7,6,5,5,0,4,,2,5,5,5,5,2,4,4,5,3,5,1,1,0,0,1,4,0,1,7,7,1,0,0,1,0,0
R_2RaDO0XwKpx8qdK,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,USA,5,3,3,3,7,1,1,2,2,5,7,5,4,4,3,7,5,4,4,5,5,0,5,5,5,4,5,0,4,5,3,1,1,0,0,1,4,0,1,,3,2,1,0,0,0,0
R_25Lv9StCHbuOpy1,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Elizer Hall,USA,5,6,6,5,4,3,1,3,3,4,5,4,5,7,5,5,4,0,0,5,4,0,5,0,4,0,0,4,5,4,4,1,1,0,0,1,3,0,1,5,7,1,0,0,1,0,0
R_1Q4oNbZqTyiTYcQ,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Thomas Hall,GBR,7,7,5,4,4,1,1,3,1,1,4,4,4,5,3,5,1,4,3,5,4,3,3,3,3,3,2,1,1,1,1,1,1,0,0,1,3,0,1,5,5,1,1,0,0,0,0
R_a5kmIfPRx2nPpaF,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Haygood Hall,USA,5,5,5,3,4,2,1,5,3,2,5,2,2,2,2,4,5,0,5,4,4,3,5,4,5,5,4,0,3,2,1,1,0,0,0,1,3,0,1,7,4,4,1,0,0,0,0
R_sU7EZoyJgZUuabf,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Elizer Hall,USA,6,3,6,5,4,2,1,6,3,2,6,5,3,7,3,6,4,0,5,5,5,5,5,5,5,0,5,0,5,3,4,1,1,1,0,1,3,0,1,5,5,4,1,0,0,0,0
R_6QpNei4tzuab2uZ,UCOL,Liberal Arts & Sciences,Freshman,Music,MUSICBA,Major,Raoul Hall,USA,6,1,5,6,1,1,3,1,3,3,5,7,6,7,5,4,5,4,3,4,4,4,5,4,4,3,4,4,2,3,4,1,1,0,1,1,3,0,1,6,6,4,0,0,1,0,0
R_3ltrXuAE0gIGA70,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,7,6,7,7,6,6,5,7,5,5,7,7,7,7,7,6,5,4,5,3,5,4,5,5,5,5,4,5,5,5,5,1,1,1,1,1,3,0,1,5,7,4,1,0,0,0,0
R_3rZXoV8HiEAKRlW,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,CHN,6,6,6,7,1,1,1,3,1,1,4,4,1,6,1,1,5,0,5,3,5,5,5,0,2,2,3,5,5,1,5,1,1,1,1,1,4,0,2,3,5,1,0,0,1,0,0
R_2DSxM45X5REbg8W,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Murdy Hall,USA,5,7,3,7,3,1,2,4,4,5,5,3,4,5,3,6,4,2,1,5,5,4,5,2,3,5,5,1,3,5,5,1,1,0,0,1,4,0,1,1,5,1,1,0,0,0,0
R_1KcHTiWGWzjSkzU,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Turman,USA,5,4,7,7,7,4,5,6,4,5,6,5,5,4,4,5,4,4,5,4,5,0,4,5,4,3,4,4,4,5,5,1,1,0,1,1,0,0,1,3,5,3,1,0,0,0,0
R_2QfEQMpQ93Pp4KC,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Fleming Hall,USA,5,3,6,6,2,5,2,3,3,3,5,4,5,5,5,5,4,4,4,3,4,4,5,2,4,4,4,5,5,4,4,1,0,1,1,1,4,0,1,5,7,1,1,0,0,0,0
R_3gY1WqMIbpiggjR,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Dobbs Hall,USA,5,3,5,6,2,1,1,1,2,5,2,2,2,2,2,5,3,4,5,5,5,4,5,4,3,4,3,4,3,4,4,1,1,1,0,1,3,0,1,4,2,3,0,0,1,0,0
R_1f3IFjF6xIDIhH3,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,USA,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,4,0,1,4,6,4,0,0,1,0,0
R_2B97NUYiyOUIGcK,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Hopkins Hall,CHN,5,4,5,5,3,2,5,6,3,3,6,5,5,4,4,6,4,5,4,5,4,4,4,5,3,3,4,4,4,5,3,1,1,0,1,1,3,0,2,4,4,1,0,0,1,0,0
R_22FU72lzRwc00ns,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,6,6,4,3,4,5,1,6,5,5,5,6,6,3,7,6,5,5,3,5,5,3,5,4,5,5,5,4,5,5,3,1,1,1,0,1,3,0,1,5,4,4,0,0,1,0,0
R_3Mn77tPv69gwMe1,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Elizer Hall,USA,6,7,4,5,7,5,4,5,4,5,7,7,7,6,6,7,4,4,0,5,5,4,5,0,5,5,5,3,5,3,4,1,1,1,1,1,3,0,1,4,5,6,1,0,0,0,0
R_barBk5Rl1ul8ekN,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,5,5,5,6,6,4,3,5,4,4,5,5,4,5,4,5,5,4,5,5,,5,5,5,5,4,4,5,,5,5,1,0,1,0,1,3,0,1,4,3,1,1,0,0,0,0
R_zSTIj7rAvLjhNkJ,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,7,7,7,5,3,6,6,6,4,5,5,3,3,6,3,4,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,1,1,0,0,1,3,0,1,4,6,1,1,0,0,0,0
R_1QFqQfyDcFYLXXD,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Turman,USA,5,2,5,4,2,2,2,4,3,4,5,6,5,5,5,6,5,5,5,5,5,4,4,4,4,3,5,4,5,5,4,1,1,0,0,1,3,0,1,3,3,2,0,0,1,0,0
